community_area,2017,2018
25,3957.0,3837.0
29,3304.0,3633.0
23,2317.0,2862.0
26,2034.0,2119.0
8,2136.0,2104.0
71,1754.0,1798.0
67,1845.0,1785.0
43,1679.0,1749.0
49,1687.0,1722.0
32,1624.0,1617.0
